Book Title,Authors
A course of thirteen practical talks to the working men of the edison electric light company of Philadelphia,Edison electric light company of Philadelphia. [from old catalog]
Dian gong xue jian ming jiao cheng,Zenghuang Qin
Understanding NE code rules on grounding & bonding,"Paschal, John P.E."
Understanding NEC rules on grounding and bonding,"Paschal, John P.E."
EC&M illustrated changes in the 1999 national electrical code,Frederic P. Hartwell
Illustrated changes in the 1999 National electrical code,Frederic P. Hartwell
Discussion of conference papers,United States. Rural Electrification Administration
Electric engineering committee,United States. Rural Electrification Administration
Program for 1956 Technical Conference for REA Field Engineers (electric),United States. Rural Electrification Administration
Contemporary Dielectric Materials,
Resilient Energy Systems,Ion Bostan
Energy Efficiency Improvements in Electric Motors and Drives,"Paolo Bertoldi, Werner Leonhard"
Energy and Environment,Yasuhiko H. Mori
Energy Storage,Robert A. Huggins
Elektrizität - Energie - Information,Norbert Gilson
Interpreting the NEC (Electrical Trades (W/O Electro)),Truman C. Surbrook
Electrical Engineering for Electric Light and Power Artisans and Students (embracing Those ...,"Sir William Slingo, Thomas Frederick Wall, Arthur Brooker"
A general treatise on electricity and electrical apparatus,William Brasher Clayton
Ugly's electrical references,Jones and Bartlett Learning Staff
New catechism of electricity,"Hawkins, Nehemiah"
Notes,"Ralph Lawrence, Restieaux, Ralph Restieaux Lawrence, Charles W. Green, Lowell Institute School for Industrial Foremen"
Introduction to electrical engineering,J. David Irwin
Historische elektrische Apparate und Maschinen,"Pichler, Franz Ing., Dr. phil"
"Regulations under rule 48(1) of the electricity rules, 1937",East Pakistan (Pakistan). Planning and Development Dept.
Electrical engineering reference manual for the PE exam,Raymond B. Yarbrough
Solutions Manual,Raymond B. Yarbrough
Alaikaṭrika gāiḍa,Santa Siṅgha
Eletrotechnik und Elektrochemie,Elektrotechnik] [from old catalog
Montazh silovogo ėlektrooborudovanii͡a︡,A. N. Trifonov
A concise course in electromagnetism for electrical engineering,Tapeng Tsao
Practical troubleshooting of electrical equipment and control circuits,Mark Brown
Die Kurzinformation,Rohde & Schwarz
Westinghouse engineer,Westinghouse Electric Corporation
Bulletin,Société royale belge des electriciens
Zeitschrift für angewandte Physik,Deutsche Physikalische Gesellschaft
Frequenz,
Słownik elektryczny rosyjsko-polski,Marian Mazur
Periodica polytechnica,Budapesti Műszaki Egyetem
Xian dai dian gong xue,Aimin Jia
Energie & Automation,Siemens Aktiengesellschaft
ÖZE. Österreichische Zeitschrift für Elektrizitätswirtschaft,World Power Conference. Österreichisches Nationalkomitee
Rozprawy elektrotechniczne,Instytut Podstawowych Problemów Techniki (Polska Akademia Nauk
Power engineer,Society of Power Engineers (India)
Bulletin,Czechoslovakia) Výzkumný ústav energetický (Prague
News from Rohde & Schwarz,Rohde & Schwarz
Siemens Zeitschrift,Siemens & Halske
Bulletin des Schweizerischen Elektrotechnischen Vereins,Schweizerischer Elektrotechnischer Verein
Proceedings,London Institution of Electronic and Radio Engineers
Elektrotechnik und Maschinenbau,Österreichische Vereinigung der Elektrizitätswerke
Electrical engineer's reference book,
Denki Gakkai zasshi,Denki Gakkai (1888)
IEEE spectrum,Institute of Electrical and Electronics Engineers
Electric technology U.S.S.R.,
Electrical engineering in Japan,
Electrical engineering in Japan,Denki Gakkai (1888)
Electrical supervisor,Association of Supervising Electrical Engineers
Electrical West,
L'Électricien industriel,
Elteknik,Svenska elektroingenjörers riksförening
GEC-AEI journal of science and technology,General Electric Company (Gt. Brit.)
Journal of science & technology,General Electric Company (Great Britain)
The Brown Boveri review,BBC Aktiengesellschaft Brown Boveri & Cie
Worked examples in electrotechnics,H. Turner Aspinall
Electrical world,
Elektrotechnický obzor,strojírenství a elektrotechniki Czechoslovakia. Federální ministerstvo hutnictví
Elektrotehniški vestnik,Slovenia) Strokovna zadruga koncesijoniranih elektrotehnikov (Ljubljana
Archiv für Elektrotechnik,Verband Deutscher Elektrotechniker
Dian ji gong cheng ming ci,Guo li bian yi guan
Denki ni tsuyoku naru,Takashi Hashimoto
Jacopozzi,Fabien Sabatès
EEMKON 2015,Turkey) Mühendislik Eğitimi Sempozyumu (2015 Istanbul
Normalized power correlation for a vertical axis wind turbine with varying geometries,E. Tsang
Journeyman's guide to the National Electrical Code,F. Marco Gotshaw
"Journeyman's guide to the National Electrical Code, 1990",F. Marco Gotshaw
"Journeyman's guide to the National Electrical Code, 1993",F. Marco Gotshaw
How to estimate electrical work,
Sublimat︠s︡ii︠a︡ vremeni,V. F. Skli͡arov
Mathematics for electrical engineering and computing,Mary Attenborough
Solutions Manual to Accompany Electromagnetic Field Theory Fundamentals,GURU HIZIROGLU
Madrikh la-ḥashmelai,Z. Dunyevsḳi
Computer simulation lab manual to accompany Electricity for the trades,Frank D. Petruzella
Dian zi gong ye ji shu ci dian,
Limited Energy Systems,Noel Williams
Controlling electrical hazards,United States. Occupational Safety and Health Administration
RADECS 2003 : proceedings of the 7th European Conference on Radiation and its Effects on Components and Systems,
PECon 2003,"National Power Engineering Conference (2003 Bangi, Selangor, Malaysia)"
Dian ji gong cheng gai lun,Zhang Chen
CCECE 2003 : Canadian Conference on Electrical and Computer Engineering,Québec) Canadian Conference on Electrical and Computer Engineering (2003 Montréal
"1920 ""National electrical code",National Board of Fire Underwriters
Elektro-Anlagen,"Stein, Werner."
Yidu dian li zhi (1926-1985),China). Dian li ju Yidu Xian (Hubei Sheng
Books by Westinghouse authors,Westinghouse Electric & Manufacturing Company.
Sportsmedicine for the combat arts,Joseph J. Estwanik
Electric motor pal,Paul Rosenberg
Introduction to the National Electrical Code,Paul Rosenberg
Residential and commercial unit pricing for electrical contractors,Paul Rosenberg
Vest pocket guide for electrical estimating,Paul Rosenberg
Dewalt Electrical Code Reference with 2008 Code Changes,Paul Rosenberg
Basic electricity and electronics,Orla E. Loper
Fundamentals of Engineering Electromagnetics,David K. Cheng
"Fundamentals of electrical engineering, based on the rationalized M. K. S. system of units","Hughes, Edward"
Statistical methods in electrical engineering,"Bell, David A."
Illustrated Guide to Electrical Safety,William S. Watkins
"National electric code, 1990",National Fire Protection Association
Electricity adds up,Suzanne Lyons
Dian qi an quan gong cheng,Yingjian Niu
Electrical engineering,Seyed A. Zekavat
Junior manual,"Aldrich, Wm. S."
"Manual of instructions, forms and schedules, for use in the electrical engineering laboratory, University of Illinois","Aldrich, Wm. S."
"Wetenschappelijke experimenten voor huis, tuin en keuken",Jos van den Broek
The National electrical code handbook,"Mark W. Earley, Richard H. Murray, John M. Caloggero"
Solutions manual for Shen and Kong's Applied electromagnetism,Liang Chi Shen
Elementos de electrónica,F. A. Wilson
Electrical engineer's reference book,M. G. Say
OSHA - Stallcup's high-voltage and telecommunications regulations simplified,James G. Stallcup
Silicon compiler design of combinational and pipeline adder integrated circuits,Alexander O. III Froede
[ha- Gormim ha-mashpiʻim ʻal mispar ha-sṭudenṭim ha-lomdim handasat eleḳṭroniḳah be-Yiśraʼel,Asher Flising
Conference record of the 2001 IEEE Industry Applications Conference,IEEE Industry Applications Society. Meeting
IAS 2001,IEEE Industry Applications Society. Meeting
Radar target identification through electromagnetic scattering studies,Mario Lolic
Commercial engineering for central stations,"Williams, Arthur"
Werner von Siemens. Erfinder und internationaler Unternehmer,Wilfried Feldenkirchen
Level 3 NVQ diploma in electrotechnical technology 2357 units 301-304,Paul Harris
Lombard-Gerin & Inventing the Trolleybus,Ashley Bruce
Canadian electrical code,Canadian Standards Association
Electrical installation technology 2,M. L. Lewis
How to land a top-paying electrical and electronics installers and repairers job,Brad Andrews
Basic electrical and electronic engineering,R. L. Timings
Technician electrical principles 2,G. L. Hodkinson
Engineering electomagnetic,Kenneth Robert Demarest
"Ultra-Wideband, Short-Pulse Electromagnetics 2","Lawrence Carin, Leopold B. Felsen"
Program for Technical Conference for REA Field Engineers (electric),United States. Rural Electrification Administration
Real time programming of a robot,Paulo R. Souza
Electrical safety requirements for installation in oil and gas fields,Alberta. Dept. of Labour. Electrical Protection Branch
Electro-technologies,
New York Electrical Trade School,New York Electrical Trade School.
Electrical repairs you can make,Alfred Powell Morgan
Performance of coherent multilevel digital communications receivers in the presence of noise and jamming,Armando J. Vila Mazzotti
The variable speed induction motor,Max Ross Hanna
Electrical and electronic craft studies,Henry A. Miller
Electrical quick reference,Canadian Standards Association
Electrical technicians' work,R. A. Mee
Electrical power technology,Theodore Wildi
"Vsesoi͡u︡znyĭ nauchno-issledovatelʹskiĭ institut ėlektromekhaniki, 1941-1991",B. P. Konovalov
GNVQ advanced electrical and electronic engineering,"Terry Ball, Alan Crooks"
Technological science 2,"Duncan R. Billson, Thomas, P. J., Jan Henricus Rakels"
Basic electric power engineering,Olle Ingemar Elgerd
Electric energy systems theory,Olle Ingemar Elgerd
Electric energy systems theory: an introduction,Olle Ingemar Elgerd
Electric power engineering,Olle Ingemar Elgerd
Selected calculations in electric power,"T. P. Allen, R. E. Stevens"
Dian gong ji shu yu dian zi ji shu ji chu,"Lei Fu, Jiuhua Wang"
Handbook of industrial electricity,Max Kushlan
Aufbau und entwicklungsmöglichkeiten der europäischen elektrizitätswirtschaft,"Schwarz, Goldschmidt & Co."
Electrical engineer's notebook,Electrical World.
Successful methods in electrical engineering,Electrical World.
Handbook of machine shop electricity,Clarence E. Clewell
"Specifications for the new waterside power house of the New York Edison company, New York, July 1907",New York Edison Company.
Experimental practice in electrical engineering,Frank Amos Eastom
Service to the central station industry,Associated Sangamo Electric Companies.
Practical lessons in electricity,"American School of Correspondence, Chicago."
Principles and applications of electricity,Newton Harrison
"""The development of the generation and distribution of electric power in the British Isles.""",Archibald Page
Practical tests for the electrical laboratory,Chesley Heath Johnson
[Comptes rendus],Congrès international des applications de l'électricité. 1st Marseille 1908.
Electricity,R. E. Neale
High school electricity manual,Walter E. Coburn
"Rules governing the construction of telephone, telegraph, and other forms of electric transmission lines across similar lines, and tracks of railroad and street railroad companies",Illinois. Public Utilities Commission.
Anschluss!,C. H. Dencker
Código eléctrico colombiano,Instituto Colombiano de Normas Técnicas y Certificación.
Proceedings,"Electrical Insulation Conference (25th 1999 Cincinnati, Oh.)"
Whittaker's electrical engineer's pocket book,Kenelm Edgcumbe
Elementary electrical technology for engineering students,Arthur Muir Parkinson
"The law relating to electric lighting, power and traction",John Shiress Will
"The law relating to electric lighting, traction and power",John Shiress Will
"Congrès international des électriciens, Paris, 1881",International electrical congress (1881 Paris)
Experimental electricity,Ralph H. Walters
Elektrotechnik,Immanuel Herrmann
Consultation paper,New Zealand. EnergySafe Working Party.
"Proceedings of the International Electrical Congress held in the city of Chicago, August 21st to 25th, 1893",International Electrical Congress (1893 Chicago)
"Congrès international d'électricité (Paris, 18-25 août 1900)",International Electrical Congress (1900 Paris)
History of the electrical wiring regulations in New Zealand,Alec Mill
Maszyny i urządzenia elektryczne,Zbigniew Piotrowski
Sähkölaitostekniikan perusteet,Yrjö Laiho
Dian gong an quan ji shu zhi shi,"Wang, Yingjie."
Energy and transportation,John J. Geil
Electrical engineering fundamentals,Heinz Graff
Electrical engineering principles,G. S. Stott
Sähkötekniikan perusteet [kirj.],J. Sarvas
"Your job in E/E engineering, regions 1 thru 6, USA",Institute of Electrical and Electronics Engineers. Manpower Planning Committee.
